StateUT,Year,Season,Scheme,Crop,Applications_Enrolled,Applications_Insured,Area_Insured_ha,Premium_Paid_by_Farmers_Rs,Total_Premium_Rs,Claims_Paid_Rs,Claims_Pending_Rs,Farmers_Benefitted,Number_of_Claims
Goa,2021,Rabi,PMFBY,Oilseeds,314,298,533.63,239515,1169866,1313908,39419,87,87
Goa,2021,Rabi,RWBCIS,Rice,316,278,486.62,385320,918909,380909,47325,105,23
Goa,2021,Rabi,RWBCIS,Wheat,318,234,282.21,164196,915469,619816,18447,128,37
Goa,2021,Rabi,RWBCIS,Maize,312,278,506.66,225771,1121183,459246,68578,79,88
Goa,2021,Rabi,RWBCIS,Cotton,338,296,628.12,449352,1440946,775791,82650,83,70
Goa,2021,Rabi,RWBCIS,Pulses,334,275,414.58,243595,1216489,265057,22820,221,22
Goa,2021,Rabi,RWBCIS,Oilseeds,282,204,165.22,117210,638809,468100,56594,140,92
Goa,2021,Zaid,PMFBY,Rice,309,292,247.96,92151,608987,287239,9042,181,45
Goa,2021,Zaid,PMFBY,Wheat,276,241,387.92,176009,741760,548375,77004,57,36
Goa,2021,Zaid,PMFBY,Maize,339,227,247.85,156202,240472,626975,67611,161,96
Goa,2021,Zaid,PMFBY,Cotton,325,297,173.21,37044,410051,151034,12650,250,14
Goa,2021,Zaid,PMFBY,Pulses,333,221,123.95,49194,957383,92018,8370,114,5
Goa,2021,Zaid,PMFBY,Oilseeds,289,176,240.75,88283,958188,484474,44627,101,76
Goa,2021,Zaid,RWBCIS,Rice,332,227,114.92,43912,152519,193294,19633,184,12
Goa,2021,Zaid,RWBCIS,Wheat,348,210,382.76,143004,396505,508006,20559,117,44
Goa,2021,Zaid,RWBCIS,Maize,314,234,234.61,70317,419791,552393,62700,156,65
Goa,2021,Zaid,RWBCIS,Cotton,317,248,396.79,196441,761897,908159,14934,180,129
Goa,2021,Zaid,RWBCIS,Pulses,357,274,239.06,117428,947605,687663,65423,123,49
Goa,2021,Zaid,RWBCIS,Oilseeds,303,282,455.84,180002,473391,266003,32552,145,27
Goa,2022,Kharif,PMFBY,Rice,311,201,445.28,328842,1275549,665124,21664,93,67
Goa,2022,Kharif,PMFBY,Wheat,294,229,510.99,112043,755910,1230143,140142,188,77
Goa,2022,Kharif,PMFBY,Maize,345,272,143.66,29332,269458,108035,4217,88,20
Goa,2022,Kharif,PMFBY,Cotton,341,299,240.48,179720,1072515,513365,51765,61,26
Goa,2022,Kharif,PMFBY,Pulses,337,286,340.22,250466,541982,648724,9705,242,91
Goa,2022,Kharif,PMFBY,Oilseeds,298,265,460.76,156327,157270,1102542,162935,203,93
Goa,2022,Kharif,RWBCIS,Rice,340,271,394.1,184665,959855,716049,34018,103,129
Goa,2022,Kharif,RWBCIS,Wheat,317,208,375.99,228875,981029,661345,88692,178,39
Goa,2022,Kharif,RWBCIS,Maize,320,311,326.01,104843,546997,209331,30724,190,16
Goa,2022,Kharif,RWBCIS,Cotton,321,196,338.03,212859,629608,808987,27546,70,109
Goa,2022,Kharif,RWBCIS,Pulses,306,279,353.12,195442,916258,389497,9824,246,27
Goa,2022,Kharif,RWBCIS,Oilseeds,324,226,344.38,134918,302539,398517,2137,157,32
Goa,2022,Rabi,PMFBY,Rice,285,182,313.98,80544,834826,173090,6475,150,11
Goa,2022,Rabi,PMFBY,Wheat,281,221,484.78,271692,953525,1446464,50410,141,122
Goa,2022,Rabi,PMFBY,Maize,267,172,309.29,167109,720538,179277,12620,146,16
Goa,2022,Rabi,PMFBY,Cotton,319,286,440.03,314521,705899,1197644,43156,113,207
Goa,2022,Rabi,PMFBY,Pulses,330,226,217.77,161333,995249,410241,37913,120,38
Goa,2022,Rabi,PMFBY,Oilseeds,342,259,307.98,153648,611279,553509,11617,145,64
Goa,2022,Rabi,RWBCIS,Rice,295,262,354.98,204464,932057,780350,55073,124,73
Goa,2022,Rabi,RWBCIS,Wheat,320,295,663.57,200621,336854,1377573,62244,63,75
Goa,2022,Rabi,RWBCIS,Maize,325,219,212.08,108746,280845,267980,12922,68,33
Goa,2022,Rabi,RWBCIS,Cotton,329,200,351.74,276323,607536,280210,23974,167,17
Goa,2022,Rabi,RWBCIS,Pulses,319,257,175.4,106532,831628,510866,19954,55,39
Goa,2022,Rabi,RWBCIS,Oilseeds,324,218,223.12,113246,443846,591553,42038,166,43
Goa,2022,Zaid,PMFBY,Rice,328,300,314.74,166075,380082,531538,25368,116,27
Goa,2022,Zaid,PMFBY,Wheat,293,285,153.84,95291,348202,92492,5590,244,18
Goa,2022,Zaid,PMFBY,Maize,317,295,197.06,119993,800102,428152,60519,229,76
Goa,2022,Zaid,PMFBY,Cotton,311,223,312.8,134666,566999,922183,12260,189,76
Goa,2022,Zaid,PMFBY,Pulses,319,235,319.8,142538,517269,899861,111888,65,136
Goa,2022,Zaid,PMFBY,Oilseeds,309,258,203.14,104297,111516,262353,26649,139,13
Goa,2022,Zaid,RWBCIS,Rice,336,207,453.59,338714,1159341,371887,55667,79,23
Goa,2022,Zaid,RWBCIS,Wheat,341,322,360.31,283149,564409,1038986,8345,224,80
Goa,2022,Zaid,RWBCIS,Maize,312,270,238.04,126567,379812,687710,2953,92,80
Goa,2022,Zaid,RWBCIS,Cotton,309,243,545.52,342171,922132,394143,41030,77,23
Goa,2022,Zaid,RWBCIS,Pulses,299,219,485.66,134007,699651,415314,43907,183,36
Goa,2022,Zaid,RWBCIS,Oilseeds,312,248,365.85,200119,889348,280683,34571,125,46
Goa,2023,Kharif,PMFBY,Rice,329,209,369.42,268967,1156720,1069160,139157,42,100
Goa,2023,Kharif,PMFBY,Wheat,331,274,469.26,196627,1101100,824992,57516,246,67
Goa,2023,Kharif,PMFBY,Maize,294,267,548.34,369115,1077138,622665,80518,220,79
Goa,2023,Kharif,PMFBY,Cotton,338,285,453.36,104601,850104,799423,77669,157,65
Goa,2023,Kharif,PMFBY,Pulses,294,194,172.92,135532,288645,202866,17972,122,28
Goa,2023,Kharif,PMFBY,Oilseeds,329,227,244.55,186541,1012212,548891,6771,112,41
Goa,2023,Kharif,RWBCIS,Rice,295,244,281.76,188375,1028824,368831,46398,66,21
Goa,2023,Kharif,RWBCIS,Wheat,292,246,355.19,264522,627711,432579,32491,128,43
Goa,2023,Kharif,RWBCIS,Maize,323,298,728.82,262371,978464,1082768,109968,159,54
Goa,2023,Kharif,RWBCIS,Cotton,331,230,285.35,60535,584528,502971,39628,203,27
Goa,2023,Kharif,RWBCIS,Pulses,293,223,272.3,184918,708955,525607,67252,170,75
Goa,2023,Kharif,RWBCIS,Oilseeds,324,230,138.01,67949,423385,155783,16233,170,18
Goa,2023,Rabi,PMFBY,Rice,319,221,114.48,39070,176798,232442,5807,126,17
Goa,2023,Rabi,PMFBY,Wheat,302,185,102.25,65795,383804,254679,16493,96,20
Goa,2023,Rabi,PMFBY,Maize,324,209,336.93,133487,575978,713404,52877,133,54
Goa,2023,Rabi,PMFBY,Cotton,326,261,484.89,351126,783397,742807,85153,159,122
Goa,2023,Rabi,PMFBY,Pulses,339,299,603.26,465636,519770,1201780,77126,129,189
Goa,2023,Rabi,PMFBY,Oilseeds,316,202,348.45,223974,991252,962918,59143,175,54
Goa,2023,Rabi,RWBCIS,Rice,302,231,301.18,164273,747659,715293,54708,63,40
Goa,2023,Rabi,RWBCIS,Wheat,285,176,336.2,238762,672833,948523,83987,113,54
Goa,2023,Rabi,RWBCIS,Maize,302,285,656.05,515583,1417421,536931,66342,139,27
Goa,2023,Rabi,RWBCIS,Cotton,312,250,285.87,70042,965693,716587,14997,186,50
Goa,2023,Rabi,RWBCIS,Pulses,308,285,541.61,286319,895887,394111,28017,96,49
Goa,2023,Rabi,RWBCIS,Oilseeds,321,241,220.64,130012,1001199,523093,68166,139,32
Goa,2023,Zaid,PMFBY,Rice,291,217,330.4,250260,1124556,276318,7162,98,30
Goa,2023,Zaid,PMFBY,Wheat,319,308,556.62,391246,916448,568207,44720,181,35
Goa,2023,Zaid,PMFBY,Maize,297,219,529.73,247049,1002142,1259183,50155,131,68
Goa,2023,Zaid,PMFBY,Cotton,312,212,137.44,101001,948682,409774,41760,181,24
Goa,2023,Zaid,PMFBY,Pulses,333,248,587.54,269840,808659,949045,80406,131,166
Goa,2023,Zaid,PMFBY,Oilseeds,337,277,215.61,43560,288850,487594,7255,232,59
Goa,2023,Zaid,RWBCIS,Rice,296,179,365.81,265220,879382,355019,15192,95,18
Goa,2023,Zaid,RWBCIS,Wheat,299,229,250.91,118818,190024,626452,22863,162,104
Goa,2023,Zaid,RWBCIS,Maize,356,333,705.61,550881,1028771,1635952,90970,110,140
Goa,2023,Zaid,RWBCIS,Cotton,285,238,375.13,224069,340249,708075,30505,204,43
Goa,2023,Zaid,RWBCIS,Pulses,371,262,233.4,48242,290567,512766,17774,146,28
Goa,2023,Zaid,RWBCIS,Oilseeds,323,239,337.34,103302,737302,475778,60831,174,34
Goa,2024,Kharif,PMFBY,Rice,306,273,402.08,134636,329810,367301,42818,98,28
Goa,2024,Kharif,PMFBY,Wheat,310,289,646.06,304065,319431,1011801,92002,171,69
Goa,2024,Kharif,PMFBY,Maize,292,195,390.2,157427,867322,241793,14793,135,29
Goa,2024,Kharif,PMFBY,Cotton,330,271,327.12,160116,757465,549940,57605,136,68
Goa,2024,Kharif,PMFBY,Pulses,297,212,423.54,286524,488991,1227254,92486,178,79
Goa,2024,Kharif,PMFBY,Oilseeds,325,222,114.91,72356,416794,283441,14410,172,41
Goa,2024,Kharif,RWBCIS,Rice,294,222,265.82,174960,271911,366311,46004,55,19
Goa,2024,Kharif,RWBCIS,Wheat,302,270,456.8,267968,1025477,363132,45385,187,27
Goa,2024,Kharif,RWBCIS,Maize,338,228,309.96,153872,209089,894729,17256,157,71
Goa,2024,Kharif,RWBCIS,Cotton,334,229,170.2,71150,326578,300697,43589,138,16
Goa,2024,Kharif,RWBCIS,Pulses,321,296,427.05,307979,599555,351049,45039,181,19
Goa,2024,Kharif,RWBCIS,Oilseeds,348,275,343.73,197822,991413,412983,34492,191,59
Goa,2024,Rabi,PMFBY,Rice,331,318,374.94,99317,605818,267905,38961,72,16
Goa,2024,Rabi,PMFBY,Wheat,314,196,341.89,188427,469310,948934,43287,101,72
Goa,2024,Rabi,PMFBY,Maize,286,212,140.25,60641,660843,250224,26069,51,27
Goa,2024,Rabi,PMFBY,Cotton,331,306,209.24,146609,507397,424867,9744,75,52
Goa,2024,Rabi,PMFBY,Pulses,290,230,385.83,260019,916258,780108,48185,122,70
Goa,2024,Rabi,PMFBY,Oilseeds,333,200,360.53,115902,1006017,954545,10986,55,77
Goa,2024,Rabi,RWBCIS,Rice,319,278,469.77,185510,210881,1115880,35946,218,99
Goa,2024,Rabi,RWBCIS,Wheat,317,294,365.45,118893,894039,578398,16662,245,73
Goa,2024,Rabi,RWBCIS,Maize,252,210,382.9,148039,468049,516431,52688,51,27
Goa,2024,Rabi,RWBCIS,Cotton,294,201,133.0,96420,955171,200687,21144,119,11
Goa,2024,Rabi,RWBCIS,Pulses,303,237,286.25,210357,376234,250117,21644,156,32
Goa,2024,Rabi,RWBCIS,Oilseeds,307,212,389.38,250796,698924,1107325,122358,110,82
Goa,2024,Zaid,PMFBY,Rice,323,301,365.35,138808,352646,217185,1401,244,14
Goa,2024,Zaid,PMFBY,Wheat,321,296,432.32,312242,671687,1217745,127618,112,90
Goa,2024,Zaid,PMFBY,Maize,315,259,292.56,67701,1016357,615466,80957,174,59
Goa,2024,Zaid,PMFBY,Cotton,314,302,304.22,220555,1144632,661995,92474,145,34
Goa,2024,Zaid,PMFBY,Pulses,324,306,449.5,214050,780516,392621,27631,239,75
Goa,2024,Zaid,PMFBY,Oilseeds,301,228,446.11,303026,1248215,901705,34440,193,54
Goa,2024,Zaid,RWBCIS,Rice,317,301,579.36,243925,956953,348019,20172,146,46
Goa,2024,Zaid,RWBCIS,Wheat,321,313,373.32,208920,1146064,342560,36876,228,54
Goa,2024,Zaid,RWBCIS,Maize,335,205,139.84,32090,366833,247967,19801,79,13
Goa,2024,Zaid,RWBCIS,Cotton,306,218,340.56,151526,425368,282089,34662,196,28
Goa,2024,Zaid,RWBCIS,Pulses,307,268,344.13,255674,815677,559547,54277,232,33
Goa,2024,Zaid,RWBCIS,Oilseeds,267,207,233.71,144927,971196,544162,80754,81,30
Gujarat,2020,Kharif,PMFBY,Rice,416,266,552.93,287191,579481,1182962,113852,92,217
Gujarat,2020,Kharif,PMFBY,Wheat,420,391,921.37,476609,1230412,1472587,164801,134,139
Gujarat,2020,Kharif,PMFBY,Maize,432,377,818.49,359714,807656,2151160,250284,151,218
Gujarat,2020,Kharif,PMFBY,Cotton,435,287,321.4,237833,926007,952930,109636,247,116
Gujarat,2020,Kharif,PMFBY,Pulses,441,377,542.34,221305,1083709,1429429,4782,236,136
Gujarat,2020,Kharif,PMFBY,Oilseeds,419,300,715.83,220318,883040,1560697,59040,128,89
Gujarat,2020,Kharif,RWBCIS,Rice,441,354,220.67,71772,557592,157765,19957,249,8
Gujarat,2020,Kharif,RWBCIS,Wheat,427,414,738.68,161381,885183,2041469,243623,252,135
Gujarat,2020,Kharif,RWBCIS,Maize,434,365,626.07,182859,389605,1285994,24735,141,73
Gujarat,2020,Kharif,RWBCIS,Cotton,413,395,376.95,163512,769969,900288,121762,332,54
Gujarat,2020,Kharif,RWBCIS,Pulses,407,303,237.28,148592,809722,144724,18161,113,13
Gujarat,2020,Kharif,RWBCIS,Oilseeds,434,333,210.21,92674,857521,586053,36350,165,38
Gujarat,2020,Rabi,PMFBY,Rice,467,358,748.92,423751,534337,1549764,43412,199,120
Gujarat,2020,Rabi,PMFBY,Wheat,452,319,306.86,222336,393346,480135,13480,236,40
Gujarat,2020,Rabi,PMFBY,Maize,415,383,615.69,388328,1285366,1695828,83564,332,316
Gujarat,2020,Rabi,PMFBY,Cotton,417,293,306.53,116964,729277,489170,53325,242,32
Gujarat,2020,Rabi,PMFBY,Pulses,405,283,226.34,57486,620869,177542,3696,116,19
Gujarat,2020,Rabi,PMFBY,Oilseeds,430,382,391.54,135937,1101728,203832,26897,130,11
Gujarat,2020,Rabi,RWBCIS,Rice,414,359,601.45,235025,788855,1399434,8887,75,118
Gujarat,2020,Rabi,RWBCIS,Wheat,397,270,368.74,117482,665965,291354,1010,64,15
Gujarat,2020,Rabi,RWBCIS,Maize,399,249,178.36,90130,555000,513490,72775,186,37
Gujarat,2020,Rabi,RWBCIS,Cotton,421,404,689.15,377271,609172,425030,60260,170,37
Gujarat,2020,Rabi,RWBCIS,Pulses,395,241,522.48,148474,1035038,1214469,29998,144,125
Gujarat,2020,Rabi,RWBCIS,Oilseeds,402,302,391.72,118273,501338,1049434,57162,262,55
Gujarat,2020,Zaid,PMFBY,Rice,399,370,475.64,96376,370247,948461,113711,109,142
Gujarat,2020,Zaid,PMFBY,Wheat,460,379,772.54,353292,1111747,1104352,40435,269,98
Gujarat,2020,Zaid,PMFBY,Maize,460,318,666.67,306565,1224089,1083546,120973,168,129
Gujarat,2020,Zaid,PMFBY,Cotton,404,358,612.23,375406,657732,1042988,6946,276,53
Gujarat,2020,Zaid,PMFBY,Pulses,418,277,500.0,283624,1071488,567355,64988,189,58
Gujarat,2020,Zaid,PMFBY,Oilseeds,427,329,744.33,336969,1176535,1470523,42324,200,117
Gujarat,2020,Zaid,RWBCIS,Rice,418,316,203.99,52887,468803,257732,35781,146,16
Gujarat,2020,Zaid,RWBCIS,Wheat,426,297,707.99,366776,1198100,1000117,15033,199,195
Gujarat,2020,Zaid,RWBCIS,Maize,422,353,867.97,415447,1232945,1535839,114230,301,84
Gujarat,2020,Zaid,RWBCIS,Cotton,442,356,337.41,157351,641564,870214,116960,175,165
Gujarat,2020,Zaid,RWBCIS,Pulses,450,376,206.78,90922,1076882,155444,9879,156,8
Gujarat,2020,Zaid,RWBCIS,Oilseeds,451,284,498.21,200191,872275,289111,5785,193,35
Gujarat,2021,Kharif,PMFBY,Rice,449,306,764.12,351377,1054342,731001,66872,217,75
Gujarat,2021,Kharif,PMFBY,Wheat,446,333,537.89,293718,459253,810509,41753,160,49
Gujarat,2021,Kharif,PMFBY,Maize,423,301,400.75,269374,815398,748429,5988,144,83
Gujarat,2021,Kharif,PMFBY,Cotton,453,330,523.73,368874,1252242,471873,24035,143,84
Gujarat,2021,Kharif,PMFBY,Pulses,430,320,633.62,365358,741006,540256,57482,255,35
Gujarat,2021,Kharif,PMFBY,Oilseeds,386,342,246.64,173389,728897,548755,79959,88,30
Gujarat,2021,Kharif,RWBCIS,Rice,397,366,846.38,426426,1020530,1921594,240034,104,112
Gujarat,2021,Kharif,RWBCIS,Wheat,423,321,487.41,373858,922061,1405176,38001,227,82
Gujarat,2021,Kharif,RWBCIS,Maize,435,354,786.54,545063,667351,2061890,128065,134,114
Gujarat,2021,Kharif,RWBCIS,Cotton,420,294,149.31,74248,174476,356245,14753,150,57
Gujarat,2021,Kharif,RWBCIS,Pulses,411,270,484.47,363573,1043409,1224524,20016,101,66
Gujarat,2021,Kharif,RWBCIS,Oilseeds,437,372,494.17,112045,896486,1085584,76990,309,108
Gujarat,2021,Rabi,PMFBY,Rice,411,371,567.62,158049,373120,1215030,70175,291,63
Gujarat,2021,Rabi,PMFBY,Wheat,444,399,479.95,144110,177503,702787,95251,147,87
Gujarat,2021,Rabi,PMFBY,Maize,488,438,500.52,111362,1029164,424994,35175,172,71
Gujarat,2021,Rabi,PMFBY,Cotton,377,236,476.98,234359,577251,737374,102747,198,47
Gujarat,2021,Rabi,PMFBY,Pulses,453,337,582.14,334251,815950,874167,129313,261,76
Gujarat,2021,Rabi,PMFBY,Oilseeds,438,279,336.16,148510,165047,852831,45950,169,140
Gujarat,2021,Rabi,RWBCIS,Rice,402,334,801.79,640831,1012691,999838,128733,300,69
Gujarat,2021,Rabi,RWBCIS,Wheat,443,325,535.78,374957,1063070,296238,14962,98,35
Gujarat,2021,Rabi,RWBCIS,Maize,456,311,348.05,198434,732535,363947,8966,114,29
Gujarat,2021,Rabi,RWBCIS,Cotton,410,318,196.39,125210,454055,419042,17574,191,25
Gujarat,2021,Rabi,RWBCIS,Pulses,462,335,478.56,361937,1263323,346810,6863,183,53
Gujarat,2021,Rabi,RWBCIS,Oilseeds,415,349,837.25,668159,1043400,1672433,214808,98,109
Gujarat,2021,Zaid,PMFBY,Rice,419,315,205.35,126751,379493,262543,4768,254,21
Gujarat,2021,Zaid,PMFBY,Wheat,428,323,285.87,184981,312037,217171,23133,112,23
Gujarat,2021,Zaid,PMFBY,Maize,422,366,639.35,375067,1089121,787380,38070,185,82
Gujarat,2021,Zaid,PMFBY,Cotton,401,247,244.07,65551,598889,645562,71343,87,59
Gujarat,2021,Zaid,PMFBY,Pulses,424,389,902.26,456135,1150409,703313,59636,146,61
Gujarat,2021,Zaid,PMFBY,Oilseeds,432,267,138.96,29640,37989,107817,3873,95,5
Gujarat,2021,Zaid,RWBCIS,Rice,412,332,735.68,446437,742519,1400764,150202,236,93
Gujarat,2021,Zaid,RWBCIS,Wheat,451,369,501.73,293483,1111695,257955,38384,121,21
Gujarat,2021,Zaid,RWBCIS,Maize,451,352,269.34,117714,294849,379519,21261,315,19
Gujarat,2021,Zaid,RWBCIS,Cotton,395,244,136.73,35987,1001472,389976,11344,76,45
Gujarat,2021,Zaid,RWBCIS,Pulses,425,290,583.84,225206,1147337,1250472,81847,218,72
Gujarat,2021,Zaid,RWBCIS,Oilseeds,411,392,325.16,73255,527310,813884,94207,331,63
Gujarat,2022,Kharif,PMFBY,Rice,393,352,241.7,73379,85669,479565,63787,236,24
Gujarat,2022,Kharif,PMFBY,Wheat,445,431,463.7,340162,1220910,1110165,93832,122,86
Gujarat,2022,Kharif,PMFBY,Maize,415,368,854.21,178443,987546,2431214,287844,107,391
Gujarat,2022,Kharif,PMFBY,Cotton,418,349,750.77,572135,1375259,1176220,112020,279,95
Gujarat,2022,Kharif,PMFBY,Pulses,406,243,470.56,125479,369318,585702,49232,116,39
Gujarat,2022,Kharif,PMFBY,Oilseeds,380,300,352.18,132944,199972,964726,100112,86,161
Gujarat,2022,Kharif,RWBCIS,Rice,419,371,764.23,371971,801853,403185,56036,231,50
Gujarat,2022,Kharif,RWBCIS,Wheat,459,447,1004.91,802592,1047278,2618418,323255,162,404
Gujarat,2022,Kharif,RWBCIS,Maize,451,274,392.3,134649,824490,750827,8727,86,69
Gujarat,2022,Kharif,RWBCIS,Cotton,403,305,209.49,102777,193615,172273,6192,245,9
Gujarat,2022,Kharif,RWBCIS,Pulses,446,313,500.27,316727,1310099,414687,3066,215,24
Gujarat,2022,Kharif,RWBCIS,Oilseeds,448,431,655.99,490870,1458682,1717312,79793,145,130
Gujarat,2022,Rabi,PMFBY,Rice,421,268,272.15,177191,272177,354315,20576,170,48
Gujarat,2022,Rabi,PMFBY,Wheat,450,426,611.63,223260,365088,311542,24868,117,29
Gujarat,2022,Rabi,PMFBY,Maize,429,285,584.09,448625,549065,519242,74772,65,26
Gujarat,2022,Rabi,PMFBY,Cotton,412,296,535.35,132777,375106,1303148,103343,251,114
Gujarat,2022,Rabi,PMFBY,Pulses,451,438,1059.81,421255,1307178,2775673,87717,279,456
Gujarat,2022,Rabi,PMFBY,Oilseeds,447,280,364.12,198865,1053781,1068913,70467,68,66
Gujarat,2022,Rabi,RWBCIS,Rice,428,307,461.97,186270,943281,859141,113000,178,100
Gujarat,2022,Rabi,RWBCIS,Wheat,448,304,531.09,220206,1064611,867402,94518,81,79
Gujarat,2022,Rabi,RWBCIS,Maize,401,290,522.21,341628,1091154,926758,112715,147,135
Gujarat,2022,Rabi,RWBCIS,Cotton,428,385,638.1,375256,1305818,1002364,49827,340,56
Gujarat,2022,Rabi,RWBCIS,Pulses,413,312,249.04,192929,597241,669500,19016,182,125
Gujarat,2022,Rabi,RWBCIS,Oilseeds,441,369,222.67,72729,147059,272166,25615,220,19
Gujarat,2022,Zaid,PMFBY,Rice,427,295,228.37,162015,778494,220669,5866,239,14
Gujarat,2022,Zaid,PMFBY,Wheat,434,303,745.05,505400,807179,1951220,222126,124,171
Gujarat,2022,Zaid,PMFBY,Maize,403,352,364.33,252129,1247737,251952,17877,268,15
Gujarat,2022,Zaid,PMFBY,Cotton,440,339,572.89,449354,776901,1608595,64993,303,107
Gujarat,2022,Zaid,PMFBY,Pulses,422,296,310.31,83204,197254,424870,48617,185,65
Gujarat,2022,Zaid,PMFBY,Oilseeds,449,433,796.88,243132,716915,1690377,7167,91,244
Gujarat,2022,Zaid,RWBCIS,Rice,408,320,248.34,150006,746144,306988,629,81,28
Gujarat,2022,Zaid,RWBCIS,Wheat,400,335,534.15,180920,524742,1087037,140367,244,82
Gujarat,2022,Zaid,RWBCIS,Maize,416,388,224.45,177942,842317,494428,2818,242,40
Gujarat,2022,Zaid,RWBCIS,Cotton,394,369,590.39,264524,337206,1349221,142245,232,107
Gujarat,2022,Zaid,RWBCIS,Pulses,420,289,688.55,380959,692151,1118343,135155,90,119
Gujarat,2022,Zaid,RWBCIS,Oilseeds,435,392,298.28,196152,264503,158530,21359,238,15
Gujarat,2023,Kharif,PMFBY,Rice,407,322,799.59,631620,1266644,1285082,94673,218,197
Gujarat,2023,Kharif,PMFBY,Wheat,414,259,230.94,113427,898201,395771,19916,67,30
Gujarat,2023,Kharif,PMFBY,Maize,410,398,287.61,94128,567222,840263,97278,330,84
Gujarat,2023,Kharif,PMFBY,Cotton,461,296,167.64,44040,253459,490379,49126,221,29
Gujarat,2023,Kharif,PMFBY,Pulses,426,352,397.44,213293,746801,1016903,149748,172,62
Gujarat,2023,Kharif,PMFBY,Oilseeds,393,291,168.43,70395,681037,134428,18632,74,7
Gujarat,2023,Kharif,RWBCIS,Rice,437,327,647.99,363446,1035088,954432,69838,292,116
Gujarat,2023,Kharif,RWBCIS,Wheat,419,373,756.45,284022,365412,399846,25637,182,20
Gujarat,2023,Kharif,RWBCIS,Maize,422,396,586.93,328390,424058,855328,121143,243,84
Gujarat,2023,Kharif,RWBCIS,Cotton,431,303,457.6,354738,527134,1052096,96974,205,102
Gujarat,2023,Kharif,RWBCIS,Pulses,413,281,376.35,117762,126066,1100878,71288,247,155
Gujarat,2023,Kharif,RWBCIS,Oilseeds,429,386,798.02,213522,1125586,787306,72390,344,43
Gujarat,2023,Rabi,PMFBY,Rice,475,304,266.51,133334,926563,233299,23087,130,23
Gujarat,2023,Rabi,PMFBY,Wheat,434,394,319.86,215576,279811,315105,31013,315,36
Gujarat,2023,Rabi,PMFBY,Maize,413,281,596.37,396098,541389,989720,115029,123,68
Gujarat,2023,Rabi,PMFBY,Cotton,378,248,535.97,221500,503053,1394713,10490,118,132
Gujarat,2023,Rabi,PMFBY,Pulses,411,363,227.91,143313,670612,627247,29444,218,50
Gujarat,2023,Rabi,PMFBY,Oilseeds,423,286,575.27,270838,1229354,662723,67871,246,44
Gujarat,2023,Rabi,RWBCIS,Rice,451,332,564.48,165820,701345,607411,67763,189,54
Gujarat,2023,Rabi,RWBCIS,Wheat,386,263,642.28,505823,1160750,1734327,55662,232,243
Gujarat,2023,Rabi,RWBCIS,Maize,393,321,661.89,277994,1255889,1049791,23691,169,69
Gujarat,2023,Rabi,RWBCIS,Cotton,447,369,381.8,224327,1210298,237722,31612,219,27
Gujarat,2023,Rabi,RWBCIS,Pulses,473,343,296.01,102618,935467,602684,82560,124,88
Gujarat,2023,Rabi,RWBCIS,Oilseeds,412,369,195.88,135180,435706,171235,5813,195,15
Gujarat,2023,Zaid,PMFBY,Rice,411,365,905.28,603527,899463,1006692,32868,108,76
Gujarat,2023,Zaid,PMFBY,Wheat,430,369,400.24,159370,840884,549777,17534,170,61
Gujarat,2023,Zaid,PMFBY,Maize,390,360,338.22,80788,819615,347968,20535,88,41
Gujarat,2023,Zaid,PMFBY,Cotton,443,300,351.55,98625,172797,1047770,103037,174,64
Gujarat,2023,Zaid,PMFBY,Pulses,447,271,236.75,140379,516138,699882,69856,236,87
Gujarat,2023,Zaid,PMFBY,Oilseeds,450,439,357.95,182484,975328,566136,39750,391,50
Gujarat,2023,Zaid,RWBCIS,Rice,430,395,709.55,313913,330082,1404322,2666,79,99
Gujarat,2023,Zaid,RWBCIS,Wheat,403,341,207.12,80372,229803,403975,40100,240,46
Gujarat,2023,Zaid,RWBCIS,Maize,391,297,710.33,234862,491603,534326,48536,201,36
Gujarat,2023,Zaid,RWBCIS,Cotton,450,292,315.01,188205,801326,575683,58976,189,32
Gujarat,2023,Zaid,RWBCIS,Pulses,429,297,551.34,408717,794449,1349548,146721,72,98
Gujarat,2023,Zaid,RWBCIS,Oilseeds,445,287,484.73,197253,232158,898740,52286,78,53
Gujarat,2024,Kharif,PMFBY,Rice,458,417,389.05,139336,347863,938645,133464,293,52
Gujarat,2024,Kharif,PMFBY,Wheat,432,329,214.06,46852,742327,341655,28300,194,37
Gujarat,2024,Kharif,PMFBY,Maize,423,316,676.67,318507,922151,1853264,240804,260,205
Gujarat,2024,Kharif,PMFBY,Cotton,366,258,598.23,352684,434387,501584,11713,165,31
Gujarat,2024,Kharif,PMFBY,Pulses,404,279,339.69,254360,829472,796736,58574,61,134
Gujarat,2024,Kharif,PMFBY,Oilseeds,426,290,563.71,386930,798827,1333765,80832,196,81
Gujarat,2024,Kharif,RWBCIS,Rice,419,283,533.96,400591,795195,507054,21684,147,54
Gujarat,2024,Kharif,RWBCIS,Wheat,407,245,386.72,261523,527751,776622,77922,161,66
Gujarat,2024,Kharif,RWBCIS,Maize,415,368,420.44,110076,181883,309313,27043,87,31
Gujarat,2024,Kharif,RWBCIS,Cotton,440,391,778.46,270512,999334,1844516,109967,136,144
Gujarat,2024,Kharif,RWBCIS,Pulses,460,306,570.85,260491,852019,1333026,102966,236,84
